name,description,type,constellation,size,ra,dec,mag
IC 3946,,Galaxy,Coma Berenices,0.86,12 58 48.72,+27 48 37.4,13.99
IC 3947,,Galaxy,Coma Berenices,0.66,12 58 52.10,+27 47 06.2,14.61
IC 3948,,Galaxy,Coma Berenices,0.33,12 58 58.15,+24 03 40.9,
IC 3949,,Galaxy,Coma Berenices,1.01,12 58 56.01,+27 50 00.1,14.24
IC 3950,,Galaxy,Coma Berenices,0.58,12 59 06.12,+18 44 08.2,
IC 3951,,Galaxy,Coma Berenices,0.60,12 59 10.20,+18 45 51.4,
IC 3952,,Galaxy,Canes Venatici,0.52,12 58 52.15,+38 52 10.2,
IC 3953,,Galaxy,Coma Berenices,0.37,12 59 09.12,+23 05 11.8,
IC 3954,,Galaxy,Coma Berenices,0.22,12 59 12.65,+19 16 22.6,
IC 3955,,Galaxy,Coma Berenices,0.77,12 59 06.03,+27 59 48.1,14.40
IC 3956,,Galaxy,Canes Venatici,0.51,12 58 56.38,+37 23 53.4,
IC 3957,,Galaxy,Coma Berenices,0.56,12 59 07.49,+27 46 04.0,14.72
IC 3958,,Galaxy,Coma Berenices,0.53,12 59 11.41,+24 01 20.2,
IC 3959,,Galaxy,Coma Berenices,0.70,12 59 08.20,+27 47 02.9,14.03
IC 3960,,Galaxy,Coma Berenices,0.55,12 59 07.96,+27 51 18.0,14.86
IC 3961,NGC 4861,Duplicate,Canes Venatici,,12 59 02.34,+34 51 34.0,
IC 3962,,*,Coma Berenices,,12 59 14.98,+23 40 04.8,
IC 3963,,Galaxy,Coma Berenices,0.70,12 59 13.50,+27 46 28.6,14.72
IC 3964,,*,Coma Berenices,,12 59 13.73,+27 51 03.4,15.91
IC 3965,,Galaxy,Coma Berenices,0.33,12 59 22.68,+18 50 34.6,
IC 3966,,Galaxy,Canes Venatici,0.74,12 59 13.12,+35 51 19.2,
IC 3967,,Galaxy,Canes Venatici,0.76,12 59 12.90,+36 07 45.4,
IC 3968,,Galaxy,Coma Berenices,0.44,12 59 25.49,+27 58 23.5,15.32
IC 3969,,GTrpl,Coma Berenices,0.80,12 59 32.91,+19 39 07.2,
IC 3969 NED01,,Galaxy,Coma Berenices,0.69,12 59 32.71,+19 39 11.0,
IC 3969 NED02,,Galaxy,Coma Berenices,0.30,12 59 32.65,+19 38 51.2,
IC 3969 NED03,,Galaxy,Coma Berenices,0.23,12 59 33.73,+19 39 17.1,
IC 3970,,*,Canes Venatici,,12 59 11.43,+40 24 06.9,
IC 3971,,Galaxy,Coma Berenices,0.38,12 59 31.79,+22 50 41.3,
IC 3972,,*,Canes Venatici,,12 59 17.15,+37 16 44.9,
IC 3973,,Galaxy,Coma Berenices,0.76,12 59 30.82,+27 53 03.2,14.36
IC 3974,NGC 4947,Duplicate,Centaurus,,13 05 20.20,-35 20 14.7,
IC 3975,,Galaxy,Canes Venatici,0.87,12 59 15.69,+38 52 57.9,
IC 3976,,Galaxy,Coma Berenices,0.66,12 59 29.40,+27 51 00.5,14.72
IC 3977,,*,Canes Venatici,,12 59 19.66,+36 47 53.1,
IC 3978,,Galaxy,Coma Berenices,0.21,12 59 37.45,+19 37 20.0,
IC 3979,,*,Canes Venatici,,12 59 20.75,+36 19 27.6,
IC 3980,,Galaxy,Canes Venatici,0.36,12 59 18.60,+39 09 04.5,
IC 3981,,*,Canes Venatici,,12 59 21.45,+37 13 40.1,
IC 3982,,*,Canes Venatici,,12 59 18.59,+40 04 49.9,
IC 3983,,**,Canes Venatici,,12 59 20.51,+39 14 47.9,
IC 3984,,Galaxy,Coma Berenices,0.35,12 59 40.26,+19 37 23.1,
IC 3985,,Galaxy,Coma Berenices,0.37,12 59 43.15,+19 35 28.0,
IC 3986,,Galaxy,Centaurus,1.85,13 01 32.14,-32 17 27.8,
IC 3987,,Galaxy,Canes Venatici,0.49,12 59 25.04,+38 44 00.4,
IC 3988,,*,Canes Venatici,,12 59 26.82,+37 14 41.9,
IC 3989,,*,Canes Venatici,,12 59 28.74,+36 45 23.7,
IC 3990,,Galaxy,Coma Berenices,0.87,12 59 39.11,+28 53 43.9,14.00
IC 3991,,Galaxy,Coma Berenices,0.91,12 59 39.79,+28 55 35.7,14.36
IC 3992,,*,Canes Venatici,,12 59 33.29,+36 46 18.6,
IC 3993,,Galaxy,Canes Venatici,0.48,12 59 30.47,+40 36 06.4,
IC 3994,,Galaxy,Coma Berenices,0.30,12 59 50.84,+22 43 00.3,
IC 3995,,*,Canes Venatici,,12 59 33.93,+39 02 23.2,
IC 3996,,**,Canes Venatici,,12 59 31.50,+40 28 03.2,
IC 3997,,Galaxy,Canes Venatici,0.38,12 59 36.93,+36 41 44.4,
IC 3998,,Galaxy,Coma Berenices,0.56,12 59 46.78,+27 58 25.9,14.57
IC 3999,NGC 4862,Duplicate,Virgo,,12 59 30.82,-14 07 56.4,
IC 4000,,Galaxy,Canes Venatici,0.36,12 59 36.62,+39 35 15.9,
IC 4001,,Galaxy,Canes Venatici,0.58,12 59 37.93,+38 52 12.9,
IC 4002,,Galaxy,Canes Venatici,0.43,12 59 40.61,+36 45 48.5,
IC 4003,,Galaxy,Canes Venatici,1.07,12 59 39.33,+38 48 56.1,
IC 4004,,Galaxy,Canes Venatici,0.87,12 59 42.77,+38 48 40.7,
IC 4005,,**,Coma Berenices,,13 00 02.54,+22 38 23.7,
IC 4006,,*,Canes Venatici,,12 59 48.72,+37 00 39.9,
IC 4007,,Galaxy,Coma Berenices,0.34,13 00 06.99,+19 57 52.8,
IC 4008,,**,Coma Berenices,,13 00 05.74,+22 21 01.8,
IC 4009,,*,Canes Venatici,,12 59 52.80,+36 39 38.7,
IC 4010,,Galaxy,Canes Venatici,0.52,12 59 54.04,+37 51 32.8,
IC 4011,,Galaxy,Coma Berenices,0.40,13 00 06.39,+28 00 14.9,15.10
IC 4012,,Galaxy,Coma Berenices,0.51,13 00 07.99,+28 04 42.8,14.93
IC 4013,,*,Canes Venatici,,12 59 57.83,+37 11 57.8,
IC 4014,,Galaxy,Coma Berenices,0.40,13 00 13.90,+22 29 58.6,
IC 4015,NGC 4893,Duplicate,Canes Venatici,,12 59 59.61,+37 11 36.2,
IC 4016,NGC 4893A,Duplicate,Canes Venatici,,12 59 59.84,+37 11 17.3,
IC 4017,,Galaxy,Coma Berenices,0.39,13 00 15.92,+22 33 20.5,
IC 4018,,Galaxy,Canes Venatici,0.18,12 59 57.44,+40 29 19.4,
IC 4019,,**,Coma Berenices,,13 00 17.43,+23 43 15.0,
IC 4020,,Galaxy,Canes Venatici,0.93,13 00 03.40,+38 36 35.6,
IC 4021,,Galaxy,Coma Berenices,0.40,13 00 14.74,+28 02 28.7,14.69
IC 4022,,*,Canes Venatici,,13 00 04.93,+38 28 44.1,
IC 4023,,Galaxy,Coma Berenices,0.62,13 00 26.54,+19 05 50.4,
IC 4024,,*,Canes Venatici,,13 00 03.97,+40 30 32.9,
IC 4025,,Galaxy,Coma Berenices,0.62,13 00 28.36,+19 06 18.1,
IC 4026,,Galaxy,Coma Berenices,0.58,13 00 22.14,+28 02 49.2,14.59
IC 4027,,Galaxy,Canes Venatici,0.45,13 00 13.62,+37 08 29.1,
IC 4028,,Galaxy,Canes Venatici,0.78,13 00 16.13,+36 15 14.8,
IC 4029,,Galaxy,Canes Venatici,0.42,13 00 14.20,+38 45 35.0,
IC 4030,,Galaxy,Coma Berenices,0.53,13 00 27.97,+27 57 21.5,15.39
IC 4031,,Galaxy,Canes Venatici,0.21,13 00 15.48,+39 08 41.8,
IC 4032,,Galaxy,Coma Berenices,0.60,13 00 25.65,+28 52 04.1,14.68
IC 4033,,Galaxy,Coma Berenices,0.50,13 00 28.39,+27 58 20.7,15.21
IC 4034,,Galaxy,Canes Venatici,0.41,13 00 19.59,+37 02 46.3,
IC 4035,,Galaxy Pair,Canes Venatici,0.80,13 00 17.34,+40 18 05.2,
IC 4035 NED01,,Galaxy,Canes Venatici,0.48,13 00 16.69,+40 17 58.7,
IC 4035 NED02,,Galaxy,Canes Venatici,0.55,13 00 18.00,+40 18 08.5,
IC 4036,,*,Canes Venatici,,13 00 20.75,+36 54 32.6,
IC 4037,,Galaxy,Canes Venatici,0.35,13 00 19.42,+39 00 09.5,
IC 4038,,Galaxy,Canes Venatici,0.59,13 00 21.77,+37 02 21.7,
IC 4039,,Galaxy,Coma Berenices,0.50,13 00 39.38,+21 41 30.2,
IC 4040,,Galaxy,Coma Berenices,0.78,13 00 37.93,+28 03 26.5,14.82
IC 4041,,Galaxy,Coma Berenices,0.61,13 00 40.85,+27 59 47.8,14.42
IC 4042,,Galaxy,Coma Berenices,0.72,13 00 42.77,+27 58 17.0,14.13
IC 4043,,Galaxy,Canes Venatici,0.98,13 00 34.68,+37 04 18.9,
IC 4044,,Galaxy,Coma Berenices,0.48,13 00 47.41,+27 55 19.8,15.47
IC 4045,,Galaxy,Coma Berenices,0.79,13 00 48.64,+28 05 26.8,13.88
IC 4046,,*,Canes Venatici,,13 00 39.43,+36 41 09.3,
IC 4047,,Galaxy,Coma Berenices,0.88,13 00 57.69,+19 41 13.2,
IC 4048,,Galaxy,Canes Venatici,0.46,13 00 38.15,+39 49 51.5,
IC 4049,,Galaxy,Canes Venatici,1.07,13 00 42.66,+36 20 44.0,
IC 4050,,**,Canes Venatici,,13 00 43.82,+36 44 23.5,
IC 4051,,Galaxy,Coma Berenices,0.96,13 00 51.56,+28 02 34.1,13.61
IC 4052,,**,Canes Venatici,,13 00 41.92,+39 40 03.5,
IC 4053,,*,Coma Berenices,,13 01 01.31,+22 55 29.0,
IC 4054,,*,Coma Berenices,,13 01 01.36,+22 54 18.1,
IC 4055,,Other,Coma Berenices,,13 01 02.63,+22 54 30.8,
IC 4056,,Galaxy,Canes Venatici,0.68,13 00 44.29,+39 45 14.9,
IC 4057,,*,Coma Berenices,,13 01 05.26,+23 09 27.7,
IC 4058,,Galaxy,Coma Berenices,0.62,13 01 09.34,+19 29 39.0,
IC 4059,,Galaxy,Coma Berenices,0.41,13 01 15.47,+19 16 24.8,
IC 4060,,Galaxy,Canes Venatici,0.79,13 00 52.56,+40 35 04.4,
IC 4061,,Galaxy Pair,Canes Venatici,0.50,13 00 57.64,+39 34 57.9,
IC 4061 NED01,,Galaxy,Canes Venatici,0.39,13 00 57.39,+39 34 59.2,
IC 4061 NED02,,Galaxy,Canes Venatici,0.48,13 00 58.10,+39 35 02.2,
IC 4062,,Galaxy,Canes Venatici,0.38,13 00 58.64,+39 51 32.2,
IC 4063,,Galaxy,Canes Venatici,0.30,13 01 06.65,+39 14 42.7,
IC 4064,,Galaxy,Canes Venatici,1.40,13 01 06.73,+39 50 29.3,
IC 4065,,Galaxy,Canes Venatici,0.73,13 01 10.99,+39 44 40.1,
IC 4066,,*,Coma Berenices,,13 01 40.16,+19 16 21.4,
IC 4067,,Galaxy,Canes Venatici,0.38,13 01 20.10,+39 56 25.3,
IC 4068,,Galaxy,Canes Venatici,0.57,13 01 20.18,+39 53 56.6,
IC 4069,,Galaxy,Canes Venatici,0.41,13 01 24.78,+36 06 45.8,
IC 4070,,Galaxy,Coma Berenices,0.58,13 01 43.29,+19 18 07.0,
IC 4071,,Galaxy,Virgo,0.97,13 02 04.09,-07 36 11.5,
IC 4072,,*,Canes Venatici,,13 01 25.84,+37 21 13.4,
IC 4073,,Galaxy,Canes Venatici,0.81,13 01 25.71,+39 54 51.4,
IC 4074,,Galaxy,Coma Berenices,0.59,13 01 48.98,+19 00 31.9,
IC 4075,,Galaxy,Coma Berenices,0.44,13 01 48.56,+19 57 54.0,
IC 4076,,Galaxy,Coma Berenices,0.41,13 01 48.59,+23 23 20.8,
IC 4077,,Galaxy,Canes Venatici,0.42,13 01 34.05,+37 23 10.4,
IC 4078,,**,Canes Venatici,,13 01 35.66,+36 35 35.6,
IC 4079,,Galaxy,Coma Berenices,0.42,13 01 56.79,+19 14 55.7,
IC 4080,,Galaxy Pair,Coma Berenices,0.40,13 01 57.80,+19 15 16.9,
IC 4080 NED01,,Galaxy,Coma Berenices,0.79,13 01 57.71,+19 15 11.7,
IC 4080 NED02,,Galaxy,Coma Berenices,0.23,13 01 58.25,+19 15 21.3,
IC 4081,,Galaxy,Coma Berenices,0.42,13 01 55.30,+22 46 15.7,
IC 4082,,Galaxy,Canes Venatici,0.44,13 01 39.09,+37 20 29.9,
IC 4083,,Galaxy,Canes Venatici,0.41,13 01 38.91,+38 08 32.5,
IC 4084,,**,Canes Venatici,,13 01 41.03,+36 57 56.4,
IC 4085,,Galaxy,Canes Venatici,0.30,13 01 38.19,+39 42 09.7,
IC 4086,,Galaxy,Canes Venatici,0.82,13 01 42.84,+36 38 54.3,
IC 4087,,Galaxy,Coma Berenices,0.23,13 02 00.41,+19 59 42.7,
IC 4088,IC 843,Duplicate,Coma Berenices,,13 01 43.37,+29 02 40.8,
IC 4089,,Galaxy,Coma Berenices,0.36,13 02 01.85,+19 30 10.4,
IC 4090,,*,Canes Venatici,,13 01 46.30,+36 50 16.6,
IC 4091,,Galaxy,Coma Berenices,0.52,13 02 12.96,+19 53 34.8,
IC 4092,,*,Coma Berenices,,13 02 13.63,+19 11 03.0,
IC 4093,,Other,Coma Berenices,,13 02 03.99,+28 59 41.1,
IC 4094,,Galaxy,Canes Venatici,0.44,13 01 58.59,+37 47 42.1,
IC 4095,,Galaxy,Coma Berenices,0.77,13 02 20.38,+19 05 58.9,
IC 4096,,Galaxy,Coma Berenices,0.67,13 02 16.96,+24 00 39.0,
IC 4097,,*,Canes Venatici,,13 02 04.94,+36 36 19.6,
IC 4098,,Galaxy,Canes Venatici,0.51,13 02 03.84,+37 58 51.2,
IC 4099,,Galaxy,Coma Berenices,0.65,13 02 23.23,+24 01 45.0,
IC 4100,,Galaxy,Canes Venatici,1.16,13 02 04.91,+40 24 30.1,
IC 4101,,*,Canes Venatici,,13 02 13.75,+39 56 25.3,
IC 4102,,Galaxy,Canes Venatici,0.34,13 02 17.99,+36 09 08.8,
IC 4103,,Galaxy,Canes Venatici,0.76,13 02 19.05,+38 01 03.0,
IC 4104,,Galaxy,Canes Venatici,0.51,13 02 18.12,+38 35 32.7,
IC 4105,,Galaxy,Canes Venatici,0.48,13 02 19.00,+38 16 16.6,
IC 4106,,Galaxy,Coma Berenices,0.74,13 02 38.44,+28 06 52.5,
IC 4107,,Galaxy,Coma Berenices,0.89,13 02 41.87,+21 59 50.6,
IC 4108,,Galaxy,Canes Venatici,0.71,13 02 31.53,+38 28 42.6,
IC 4109,,*,Coma Berenices,,13 02 57.97,+19 00 13.3,
IC 4110,,Galaxy,Coma Berenices,0.20,13 02 58.29,+19 13 37.1,16.57
IC 4111,,Galaxy,Coma Berenices,0.73,13 02 56.57,+28 04 13.5,
IC 4112,,*,Canes Venatici,,13 02 45.16,+37 12 43.8,
IC 4113,,Galaxy,Coma Berenices,0.37,13 03 03.31,+20 28 24.2,
IC 4114,,Galaxy,Canes Venatici,0.46,13 02 41.83,+40 06 16.3,
IC 4115,,Galaxy,Canes Venatici,0.56,13 02 48.73,+37 13 23.6,
IC 4116,,*,Coma Berenices,,13 03 10.12,+19 05 00.1,
IC 4117,,*,Canes Venatici,,13 02 48.60,+40 31 29.6,
IC 4118,,Galaxy,Canes Venatici,0.63,13 02 51.70,+38 17 34.6,
IC 4119,,Galaxy,Coma Berenices,0.43,13 03 15.17,+19 13 58.0,17.44
IC 4120,,*,Canes Venatici,,13 03 01.55,+37 04 54.0,
IC 4121,,*,Coma Berenices,,13 03 21.52,+19 16 56.3,
IC 4122,,Galaxy,Coma Berenices,0.84,13 03 24.43,+20 11 48.9,14.16
IC 4123,,Galaxy,Canes Venatici,0.55,13 03 05.82,+38 18 52.1,
IC 4124,,Galaxy,Coma Berenices,0.38,13 03 31.57,+22 50 48.5,
IC 4125,,Galaxy,Coma Berenices,1.01,13 03 34.97,+18 48 12.2,
IC 4126,,*,Coma Berenices,,13 03 36.45,+19 19 24.4,
IC 4127,,Galaxy,Canes Venatici,0.58,13 03 17.40,+38 02 48.9,
IC 4128,,Galaxy,Coma Berenices,0.40,13 03 41.24,+20 12 59.9,
IC 4129,,Galaxy,Coma Berenices,0.47,13 03 43.97,+18 52 37.7,
IC 4130,,Galaxy,Coma Berenices,1.20,13 03 46.59,+19 16 17.5,14.30
IC 4131,,Galaxy,Canes Venatici,0.38,13 03 25.58,+38 57 04.6,
IC 4132,,*,Canes Venatici,,13 03 33.84,+38 22 39.3,
IC 4133,,Galaxy,Coma Berenices,0.57,13 03 50.80,+27 59 18.2,
IC 4134,NGC 4920,Duplicate,Virgo,,13 02 04.15,-11 22 42.3,
IC 4135,,Galaxy,Canes Venatici,0.67,13 03 37.39,+40 14 56.3,
IC 4136,NGC 4942,Duplicate,Virgo,,13 04 19.11,-07 38 58.0,
IC 4137,,Galaxy,Coma Berenices,0.39,13 03 59.30,+22 44 23.9,
IC 4138,,Galaxy,Coma Berenices,0.38,13 04 02.11,+20 39 55.8,
IC 4139,,Galaxy,Coma Berenices,0.64,13 04 04.15,+19 17 41.9,15.41
IC 4140,,Galaxy,Coma Berenices,0.32,13 04 06.04,+20 05 46.9,
IC 4141,,Galaxy,Coma Berenices,0.66,13 04 07.73,+19 12 38.3,15.31
IC 4142,,*,Canes Venatici,,13 03 47.19,+38 11 42.3,
IC 4143,,*,Canes Venatici,,13 03 45.50,+40 12 25.5,
IC 4144,,Galaxy,Canes Venatici,0.96,13 03 50.07,+36 56 36.2,
IC 4145,,Galaxy,Canes Venatici,0.71,13 03 49.77,+38 17 11.7,
IC 4146,,Galaxy,Coma Berenices,0.52,13 04 10.38,+19 16 41.7,15.93
IC 4147,,Galaxy,Coma Berenices,0.32,13 04 09.43,+20 15 03.2,
IC 4148,,Galaxy,Coma Berenices,0.41,13 04 10.69,+19 15 33.0,16.70
IC 4149,,Galaxy,Coma Berenices,0.65,13 04 10.82,+22 17 22.8,
IC 4150,,*,Coma Berenices,,13 04 13.04,+21 59 12.2,
IC 4151,,GTrpl,Canes Venatici,0.40,13 03 58.94,+36 51 28.4,
IC 4151 NED01,,Galaxy,Canes Venatici,0.47,13 03 59.08,+36 51 28.9,
IC 4151 NED02,,Galaxy,Canes Venatici,0.30,13 03 59.34,+36 51 30.4,
IC 4152,,Galaxy,Canes Venatici,0.75,13 03 58.46,+38 11 55.0,
IC 4153,,*,Coma Berenices,,13 04 26.57,+19 02 41.9,
IC 4154,,Galaxy,Coma Berenices,0.62,13 04 28.27,+23 34 30.1,
IC 4155,,*,Canes Venatici,,13 04 08.90,+40 00 55.6,
IC 4156,NGC 4948,Duplicate,Virgo,,13 04 55.96,-07 56 51.7,
IC 4157,,*,Canes Venatici,,13 04 18.58,+38 39 48.9,
IC 4158,,Galaxy,Canes Venatici,0.76,13 04 24.64,+36 28 47.6,
IC 4159,,Galaxy,Coma Berenices,0.33,13 04 45.99,+22 14 31.7,
IC 4160,,Galaxy,Coma Berenices,0.43,13 04 48.06,+22 53 32.9,
IC 4161,,Galaxy,Canes Venatici,0.71,13 04 35.32,+39 58 38.9,
IC 4162,,Galaxy,Coma Berenices,0.33,13 05 02.99,+20 33 17.3,
IC 4163,,Galaxy,Coma Berenices,0.40,13 05 08.01,+20 46 14.6,
IC 4164,,Galaxy,Coma Berenices,0.45,13 05 14.49,+20 32 49.6,
IC 4165,,Galaxy,Canes Venatici,0.64,13 04 56.96,+39 55 29.7,17.95
IC 4166,,Galaxy,Canes Venatici,1.01,13 05 18.59,+31 26 32.3,
IC 4167,,Galaxy,Coma Berenices,0.40,13 05 30.75,+21 54 36.1,
IC 4168,,Galaxy,Canes Venatici,0.65,13 05 10.71,+40 02 58.9,
IC 4169,,Galaxy Pair,Canes Venatici,0.60,13 05 12.09,+38 46 20.9,
IC 4169 NED01,,Galaxy,Canes Venatici,0.15,13 05 12.01,+38 46 14.5,
IC 4169 NED02,,Galaxy,Canes Venatici,0.51,13 05 12.52,+38 46 24.8,
IC 4170,,Galaxy Pair,Coma Berenices,0.80,13 05 34.85,+21 08 06.1,
IC 4170 NED01,,Galaxy,Coma Berenices,0.51,13 05 34.99,+21 08 05.8,12.70
IC 4170 NED02,,Galaxy,Coma Berenices,0.26,13 05 35.27,+21 07 46.9,
IC 4171,,Galaxy,Canes Venatici,0.71,13 05 18.81,+36 06 10.4,
IC 4172,,Galaxy,Coma Berenices,0.49,13 06 33.36,+22 51 01.4,
IC 4173,NGC 4933A,Duplicate,Virgo,,13 03 54.73,-11 30 18.2,
IC 4174,,*,Canes Venatici,,13 05 28.56,+36 23 47.1,
IC 4175,,Galaxy,Coma Berenices,0.40,13 05 47.47,+20 22 28.9,
IC 4176,NGC 4933B,Duplicate,Virgo,,13 03 56.74,-11 29 53.0,
IC 4177,,Galaxy,Virgo,0.87,13 06 28.95,-13 34 17.9,
IC 4178,,Galaxy,Canes Venatici,0.63,13 05 41.50,+36 01 02.9,
IC 4179,,*,Canes Venatici,,13 05 45.90,+37 11 52.1,
IC 4180,,Galaxy,Hydra,1.38,13 06 56.49,-23 55 01.6,13.60
IC 4181,,Galaxy,Coma Berenices,0.53,13 06 06.42,+21 29 38.0,
IC 4182,,Galaxy,Canes Venatici,6.01,13 05 49.54,+37 36 17.6,11.61
IC 4183,,Galaxy,Coma Berenices,0.46,13 06 11.56,+21 30 15.7,
IC 4184,,Galaxy,Canes Venatici,0.33,13 05 51.77,+38 50 14.6,
IC 4185,,Galaxy Pair,Coma Berenices,1.00,13 06 12.64,+21 46 22.9,
IC 4185 NED01,,Galaxy,Coma Berenices,0.55,13 06 12.57,+21 46 09.3,
IC 4185 NED02,,Galaxy,Coma Berenices,0.32,13 06 12.77,+21 46 33.1,
IC 4186,,**,Canes Venatici,,13 05 57.36,+36 59 09.8,
IC 4187,,Galaxy,Canes Venatici,0.55,13 05 59.62,+36 17 54.5,
IC 4188,,Galaxy,Canes Venatici,0.46,13 06 02.33,+36 19 41.6,
IC 4189,,Galaxy,Canes Venatici,1.25,13 06 03.55,+35 58 49.2,
IC 4190,,*,Canes Venatici,,13 06 06.38,+37 36 36.1,
IC 4191,,Planetary Nebula,Musca,0.08,13 08 47.23,-67 38 37.5,10.60
IC 4192,,Other,Canes Venatici,,13 06 08.60,+37 36 20.0,
IC 4193,,Galaxy,Canes Venatici,0.49,13 06 06.33,+39 25 25.0,
IC 4194,,*,Canes Venatici,,13 06 07.79,+38 52 24.9,
IC 4195,,*,Canes Venatici,,13 06 15.43,+37 02 23.2,
IC 4196,NGC 4970,Duplicate,Hydra,,13 07 33.74,-24 00 30.8,
IC 4197,,Galaxy,Hydra,1.84,13 08 04.33,-23 47 48.7,12.48
IC 4198,NGC 4979,Duplicate,Coma Berenices,,13 07 42.82,+24 48 38.1,
IC 4199,,*,Canes Venatici,,13 07 32.67,+35 51 35.4,
IC 4200,,Galaxy,Centaurus,1.69,13 09 34.76,-51 58 06.9,13.82
IC 4201,,Galaxy,Canes Venatici,0.66,13 07 51.22,+35 50 05.5,
IC 4202,,Galaxy,Coma Berenices,1.74,13 08 31.58,+24 42 02.8,
IC 4203,,*,Canes Venatici,,13 08 19.07,+40 25 40.4,
IC 4204,,Galaxy,Canes Venatici,0.95,13 08 21.58,+39 27 40.2,
IC 4205,IC 853,Duplicate,Ursa Major,,13 08 41.73,+52 46 27.4,
IC 4206,,*,Canes Venatici,,13 09 21.94,+39 01 20.1,
IC 4207,,Galaxy,Canes Venatici,0.49,13 09 26.73,+37 49 22.6,
IC 4208,,*,Canes Venatici,,13 09 37.99,+37 15 20.1,
IC 4209,,Galaxy,Virgo,1.28,13 10 22.49,-07 10 14.5,
IC 4210,NGC 5004B,Duplicate,Coma Berenices,,13 10 47.65,+29 42 35.6,
IC 4211,,*,Canes Venatici,,13 10 56.48,+37 10 34.5,
IC 4212,,Galaxy,Virgo,0.33,13 12 02.99,-06 59 33.0,13.69
IC 4213,,Galaxy,Canes Venatici,2.48,13 12 11.22,+35 40 10.9,
IC 4214,,Galaxy,Centaurus,2.96,13 17 42.69,-32 06 06.1,11.40
IC 4215,,Galaxy,Coma Berenices,1.55,13 16 16.83,+25 24 18.8,13.88
IC 4216,,Galaxy,Virgo,2.05,13 17 01.87,-10 46 12.0,
IC 4217,,Galaxy,Virgo,0.68,13 17 13.28,-13 09 14.7,
IC 4218,,Galaxy,Virgo,1.20,13 17 03.41,-02 15 40.6,14.73
IC 4219,,Galaxy,Centaurus,1.12,13 18 29.74,-31 37 51.2,12.99
IC 4220,,Galaxy,Virgo,0.85,13 17 54.32,-13 36 19.7,
IC 4221,,Galaxy,Virgo,1.54,13 18 30.35,-14 36 32.0,
IC 4222,IC 879,Duplicate,Hydra,,13 19 40.57,-27 25 44.3,
IC 4223,,Galaxy,Virgo,0.72,13 18 55.21,+07 47 43.8,
IC 4224,,Galaxy,Virgo,0.88,13 19 05.05,-02 30 55.1,
IC 4225,,Galaxy,Canes Venatici,1.64,13 20 00.95,+31 58 53.0,
IC 4226,,Galaxy,Canes Venatici,0.49,13 20 30.41,+32 00 14.1,
IC 4227,,Galaxy,Canes Venatici,0.54,13 20 53.48,+32 11 26.8,
IC 4228,,Galaxy,Coma Berenices,0.80,13 21 34.10,+25 30 58.5,
IC 4229,,Galaxy,Virgo,0.80,13 22 26.13,-02 25 05.8,
IC 4230,,Galaxy,Coma Berenices,1.19,13 21 59.20,+26 44 01.9,
IC 4231,,Galaxy,Hydra,2.06,13 23 13.38,-26 18 01.4,
IC 4232,,Galaxy,Hydra,1.19,13 23 22.45,-26 06 34.2,
IC 4233,NGC 5124,Duplicate,Centaurus,,13 24 50.43,-30 18 27.1,
IC 4234,,Galaxy,Coma Berenices,0.78,13 22 59.87,+27 06 59.1,
IC 4235,,Galaxy,Virgo,0.91,13 23 52.97,-12 44 36.1,
IC 4236,NGC 5118,Duplicate,Virgo,,13 23 27.45,+06 23 33.2,
IC 4237,,Galaxy,Virgo,2.14,13 24 32.76,-21 08 12.6,
IC 4238,,Galaxy,Canes Venatici,0.87,13 23 59.95,+30 55 56.7,
IC 4239,,Galaxy,Canes Venatici,0.88,13 24 25.43,+30 57 33.4,
IC 4240,,Galaxy,Canes Venatici,0.54,13 24 27.56,+30 58 40.5,
IC 4241,,Galaxy,Coma Berenices,0.62,13 24 46.55,+26 44 18.3,
IC 4242,,Galaxy,Canes Venatici,0.58,13 24 40.92,+31 01 35.4,
IC 4243,,Galaxy,Hydra,0.50,13 25 51.24,-27 37 36.8,
IC 4244,,Galaxy,Coma Berenices,0.81,13 24 56.27,+26 27 48.7,
IC 4245,,Galaxy,Hydra,0.73,13 25 59.05,-26 40 39.8,
IC 4246,,Galaxy,Hydra,0.62,13 26 00.25,-26 40 41.0,
IC 4247,,Galaxy,Centaurus,1.38,13 26 44.43,-30 21 44.7,14.28
IC 4248,,Galaxy,Hydra,1.04,13 26 47.22,-29 52 52.9,14.80
IC 4249,,Galaxy,Hydra,1.43,13 27 06.56,-27 57 23.0,13.92
IC 4250,,Galaxy,Coma Berenices,0.55,13 26 08.94,+26 28 37.8,
IC 4251,,Galaxy,Hydra,0.98,13 27 24.28,-29 26 39.7,
IC 4252,,Galaxy,Hydra,2.00,13 27 28.00,-27 19 29.2,13.05
IC 4253,,Galaxy,Hydra,1.41,13 27 32.37,-27 52 19.7,14.80
IC 4254,,Galaxy,Hydra,0.75,13 27 45.37,-27 13 21.1,
IC 4255,,Galaxy,Hydra,1.34,13 28 00.12,-27 21 15.5,13.37
IC 4256,,Galaxy,Canes Venatici,0.66,13 27 03.19,+30 58 36.6,
IC 4257,,Other,Canes Venatici,,13 27 20.33,+46 52 01.2,
IC 4258,,Galaxy,Canes Venatici,0.85,13 27 53.26,+28 30 29.5,
IC 4259,,Galaxy,Hydra,0.99,13 29 28.15,-30 08 05.8,
