name,description,type,constellation,size,ra,dec,mag
NGC 3536,,Galaxy,Ursa Major,0.84,11 08 51.20,+28 28 32.5,
NGC 3537,,Galaxy Pair,Crater,1.40,11 08 26.70,-10 15 28.0,
NGC 3537 NED01,,Galaxy,Crater,1.35,11 08 26.51,-10 15 21.7,
NGC 3537 NED02,,Galaxy,Crater,1.38,11 08 26.93,-10 15 31.8,
NGC 3538,,**,Draco,,11 11 34.34,+75 34 11.0,
NGC 3539,,Galaxy,Ursa Major,1.26,11 09 08.84,+28 40 21.1,
NGC 3540,NGC 3548,Galaxy,Ursa Major,1.32,11 09 16.08,+36 01 15.9,
NGC 3541,,Galaxy,Crater,1.30,11 08 32.21,-10 29 30.6,
NGC 3542,,Galaxy,Ursa Major,0.81,11 09 55.47,+36 56 47.4,
NGC 3543,,Galaxy,Ursa Major,1.21,11 10 56.45,+61 20 49.3,14.14
NGC 3544,NGC 3571,Galaxy,Crater,3.06,11 11 30.47,-18 17 22.2,
NGC 3545,,Galaxy Pair,Ursa Major,1.30,11 10 12.70,+36 57 56.0,
NGC 3545A,,Galaxy,Ursa Major,1.16,11 10 12.25,+36 57 53.2,
NGC 3545B,,Galaxy,Ursa Major,0.44,11 10 13.25,+36 57 59.6,
NGC 3546,,Galaxy,Crater,1.91,11 09 46.79,-13 22 51.1,
NGC 3547,,Galaxy,Leo,1.74,11 09 55.94,+10 43 15.0,12.88
NGC 3548,NGC 3540,Duplicate,Ursa Major,,11 09 16.08,+36 01 15.9,
NGC 3549,,Galaxy,Ursa Major,2.64,11 10 56.87,+53 23 16.0,12.14
NGC 3550,,Galaxy Pair,Ursa Major,1.20,11 10 38.70,+28 46 06.0,
NGC 3550 NED01,,Galaxy,Ursa Major,0.87,11 10 38.60,+28 46 04.0,
NGC 3550 NED02,,Galaxy,Ursa Major,1.07,11 10 38.40,+28 46 03.4,13.22
NGC 3551,,Galaxy,Leo,1.38,11 09 44.44,+21 45 32.1,
NGC 3552,,Galaxy,Ursa Major,0.82,11 10 42.85,+28 41 35.4,
NGC 3553,,Galaxy,Ursa Major,0.54,11 10 40.48,+28 41 05.1,
NGC 3554,,Galaxy,Ursa Major,0.74,11 10 47.82,+28 39 37.0,
NGC 3555,,Galaxy,Leo,0.60,11 09 50.33,+21 48 36.7,
NGC 3556,,Galaxy,Ursa Major,3.98,11 11 30.97,+55 40 26.8,10.05
NGC 3557,,Galaxy,Centaurus,4.36,11 09 57.64,-37 32 21.0,10.42
NGC 3557B,,Galaxy,Centaurus,1.83,11 09 32.13,-37 20 58.7,12.55
NGC 3558,,Galaxy,Ursa Major,0.99,11 10 55.87,+28 32 37.7,
NGC 3559,NGC 3560,Galaxy,Leo,1.50,11 10 45.21,+12 00 58.1,
NGC 3560,NGC 3559,Duplicate,Leo,,11 10 45.21,+12 00 58.1,
NGC 3561,,Galaxy,Ursa Major,1.71,11 11 13.20,+28 41 47.3,14.70
NGC 3562,,Galaxy,Draco,1.69,11 12 58.68,+72 52 45.5,12.20
NGC 3563,,Galaxy Pair,Leo,1.40,11 11 24.50,+26 57 45.0,
NGC 3563A,,Galaxy,Leo,0.58,11 11 23.73,+26 57 42.7,
NGC 3563B,,Galaxy,Leo,1.13,11 11 25.20,+26 57 48.9,
NGC 3564,,Galaxy,Centaurus,1.95,11 10 36.38,-37 32 51.3,12.16
NGC 3565,NGC 3566,Galaxy,Crater,0.68,11 07 47.65,-20 01 17.6,
NGC 3566,NGC 3565,Duplicate,Crater,,11 07 47.65,-20 01 17.6,
NGC 3567,,Galaxy,Leo,1.22,11 11 18.68,+05 50 10.7,
NGC 3568,,Galaxy,Centaurus,2.70,11 10 48.57,-37 26 52.3,12.41
NGC 3569,,Galaxy,Ursa Major,1.15,11 12 08.09,+35 27 07.7,
NGC 3570,,Galaxy,Leo,1.06,11 12 03.35,+27 35 23.2,
NGC 3571,NGC 3544,Duplicate,Crater,,11 11 30.47,-18 17 22.2,
NGC 3572,,Open Cluster,Carina,4.08,11 10 19.20,-60 14 54.1,6.60
NGC 3573,,Galaxy,Centaurus,2.55,11 11 18.57,-36 52 31.9,12.33
NGC 3574,,Galaxy,Leo,0.73,11 12 12.13,+27 37 29.4,
NGC 3575,NGC 3162,Duplicate,Leo,,10 13 31.59,+22 44 15.2,
NGC 3576,,HII Emission Nebula,Carina,3.00,11 11 31.67,-61 21 46.8,
NGC 3577,,Galaxy,Ursa Major,1.16,11 13 44.90,+48 16 21.8,
NGC 3578,,Other,Crater,,11 12 52.79,-15 57 26.1,
NGC 3579,,Nebula,Carina,20.00,11 11 59.60,-61 14 35.6,
NGC 3580,,Galaxy,Leo,0.85,11 13 15.93,+03 39 26.4,
NGC 3581,,HII Emission Nebula,Carina,,11 12 01.96,-61 18 06.7,
NGC 3582,,Nebula,Carina,,11 12 11.97,-61 16 24.8,
NGC 3583,,Galaxy,Ursa Major,2.24,11 14 10.89,+48 19 06.7,
NGC 3584,,Nebula,Carina,,11 12 19.79,-61 13 43.0,
NGC 3585,,Galaxy,Hydra,6.61,11 13 17.09,-26 45 17.4,9.69
NGC 3586,,Nebula,Carina,,11 12 29.94,-61 21 08.1,
NGC 3587,,Planetary Nebula,Ursa Major,3.58,11 14 47.71,+55 01 08.5,9.90
NGC 3588,,Galaxy Pair,Leo,0.55,11 14 02.70,+20 23 19.0,
NGC 3589,,Galaxy,Ursa Major,1.49,11 15 13.33,+60 41 59.7,
NGC 3590,,Open Cluster,Carina,5.10,11 12 58.97,-60 47 20.5,8.20
NGC 3591,,Galaxy,Crater,1.22,11 14 03.31,-14 05 14.4,
NGC 3592,,Galaxy,Leo,2.13,11 14 27.37,+17 15 36.0,
NGC 3593,,Galaxy,Leo,4.69,11 14 37.00,+12 49 03.6,10.91
NGC 3594,,Galaxy,Ursa Major,1.25,11 16 13.99,+55 42 15.6,
NGC 3595,,Galaxy,Ursa Major,1.51,11 15 25.55,+47 26 49.3,
NGC 3596,,Galaxy,Leo,3.55,11 15 06.21,+14 47 13.3,11.49
NGC 3597,,Galaxy,Crater,1.49,11 14 41.97,-23 43 39.7,13.09
NGC 3598,,Galaxy,Leo,1.61,11 15 11.67,+17 15 45.7,
NGC 3599,,Galaxy,Leo,2.40,11 15 26.96,+18 06 37.4,12.01
NGC 3600,,Galaxy,Ursa Major,1.87,11 15 52.01,+41 35 27.7,
NGC 3601,,Galaxy,Leo,0.51,11 15 33.30,+05 06 55.5,
NGC 3602,,Galaxy,Leo,1.04,11 15 48.32,+17 24 58.0,
NGC 3603,,Cl+N Emission Nebula,Carina,3.30,11 15 06.59,-61 15 40.4,
NGC 3604,NGC 3611,Galaxy,Leo,1.40,11 17 30.17,+04 33 20.1,12.22
NGC 3605,,Galaxy,Leo,1.25,11 16 46.59,+18 01 01.8,12.30
NGC 3606,,Galaxy,Hydra,1.59,11 16 15.63,-33 49 38.8,
NGC 3607,,Galaxy,Leo,4.59,11 16 54.64,+18 03 06.3,10.00
NGC 3608,,Galaxy,Leo,3.18,11 16 58.95,+18 08 55.3,10.63
NGC 3609,,Galaxy,Leo,1.17,11 17 50.62,+26 37 32.9,
NGC 3610,,Galaxy,Ursa Major,2.39,11 18 25.27,+58 47 10.6,10.77
NGC 3611,NGC 3604,Duplicate,Leo,,11 17 30.17,+04 33 20.1,
NGC 3612,,Galaxy,Leo,0.93,11 18 14.72,+26 37 14.0,
NGC 3613,,Galaxy,Ursa Major,3.55,11 18 36.11,+58 00 00.0,10.81
NGC 3614,,Galaxy,Ursa Major,2.50,11 18 21.32,+45 44 53.6,12.15
NGC 3614A,,Galaxy,Ursa Major,0.69,11 18 11.87,+45 43 00.8,
NGC 3615,,Galaxy,Leo,1.51,11 18 06.65,+23 23 50.4,
NGC 3616,,*,Leo,,11 18 08.87,+14 45 54.8,
NGC 3617,,Galaxy,Hydra,1.79,11 17 50.86,-26 08 03.9,12.75
NGC 3618,,Galaxy,Leo,0.89,11 18 32.54,+23 28 08.7,
NGC 3619,,Galaxy,Ursa Major,3.89,11 19 21.56,+57 45 28.2,
NGC 3620,,Galaxy,Chamaeleon,3.16,11 16 04.68,-76 12 58.7,13.88
NGC 3621,,Galaxy,Hydra,9.79,11 18 16.51,-32 48 50.6,9.55
NGC 3622,,Galaxy,Ursa Major,1.25,11 20 12.37,+67 14 29.6,13.13
NGC 3623,,Galaxy,Leo,7.64,11 18 55.92,+13 05 32.5,9.32
NGC 3624,,Galaxy,Leo,0.91,11 18 50.98,+07 31 17.0,
NGC 3625,,Galaxy,Ursa Major,1.91,11 20 31.34,+57 46 53.1,
NGC 3626,NGC 3632,Galaxy,Leo,2.94,11 20 03.81,+18 21 24.6,10.98
NGC 3627,,Galaxy,Leo,10.28,11 20 14.96,+12 59 29.5,8.92
NGC 3628,,Galaxy,Leo,11.04,11 20 16.97,+13 35 22.9,9.45
NGC 3629,,Galaxy,Leo,1.77,11 20 31.81,+26 57 48.1,
NGC 3630,NGC 3645,Galaxy,Leo,1.92,11 20 16.98,+02 57 51.8,
NGC 3631,,Galaxy,Ursa Major,3.72,11 21 02.87,+53 10 10.4,10.42
NGC 3632,NGC 3626,Duplicate,Leo,,11 20 03.81,+18 21 24.6,
NGC 3633,,Galaxy,Leo,1.19,11 20 26.22,+03 35 08.2,
NGC 3634,,Galaxy,Crater,0.35,11 20 30.31,-09 00 49.5,
NGC 3635,,Galaxy,Crater,1.35,11 20 31.39,-09 00 49.0,
NGC 3636,,Galaxy,Crater,2.51,11 20 25.04,-10 16 54.4,12.40
NGC 3637,,Galaxy,Crater,2.45,11 20 39.57,-10 15 26.5,12.63
NGC 3638,,Galaxy,Crater,1.60,11 20 10.03,-08 06 20.5,
NGC 3639,,Galaxy,Leo,1.10,11 21 35.68,+18 27 30.9,
NGC 3640,,Galaxy,Leo,4.33,11 21 06.85,+03 14 05.4,10.41
NGC 3641,,Galaxy,Leo,0.99,11 21 08.81,+03 11 40.5,13.21
NGC 3642,,Galaxy,Ursa Major,4.27,11 22 17.89,+59 04 28.3,12.19
NGC 3643,,Galaxy,Leo,0.95,11 21 24.99,+03 00 50.1,
NGC 3644,IC 684,Galaxy,Leo,1.43,11 21 32.87,+02 48 37.6,
NGC 3645,NGC 3630,Duplicate,Leo,,11 20 16.98,+02 57 51.8,
NGC 3646,,Galaxy,Leo,3.09,11 21 43.08,+20 10 10.4,11.20
NGC 3647,,Galaxy,Leo,0.39,11 21 38.58,+02 53 30.2,
NGC 3648,,Galaxy,Ursa Major,1.19,11 22 31.51,+39 52 36.8,12.64
NGC 3649,IC 682,Galaxy,Leo,0.76,11 22 14.74,+20 12 30.7,
NGC 3650,,Galaxy,Leo,1.91,11 22 35.39,+20 42 14.1,
NGC 3651,,Galaxy Pair,Leo,1.00,11 22 26.30,+24 17 50.0,
NGC 3651 NED01,,Galaxy,Leo,1.35,11 22 26.32,+24 17 56.7,
NGC 3651 NED02,,Galaxy,Leo,0.78,11 22 26.38,+24 17 43.6,
NGC 3652,,Galaxy,Ursa Major,2.48,11 22 39.03,+37 45 54.4,12.66
NGC 3653,,Galaxy,Leo,1.21,11 22 30.07,+24 16 45.4,
NGC 3654,,Galaxy,Ursa Major,1.46,11 24 10.74,+69 24 47.1,
NGC 3655,,Galaxy,Leo,1.45,11 22 54.62,+16 35 24.1,11.67
NGC 3656,,Galaxy,Ursa Major,1.46,11 23 38.65,+53 50 31.6,12.75
NGC 3657,,Galaxy,Ursa Major,0.99,11 23 55.58,+52 55 15.6,
NGC 3658,,Galaxy,Ursa Major,1.72,11 23 58.26,+38 33 44.4,12.16
NGC 3659,,Galaxy,Leo,1.96,11 23 45.54,+17 49 07.2,
NGC 3660,,Galaxy,Crater,2.56,11 23 32.28,-08 39 30.8,12.66
NGC 3661,IC 689,Galaxy,Crater,1.77,11 23 38.43,-13 49 52.0,
NGC 3662,,Galaxy,Leo,1.32,11 23 46.46,-01 06 17.5,
NGC 3663,,Galaxy,Crater,1.98,11 23 59.91,-12 17 47.2,
NGC 3664,,Galaxy,Leo,1.45,11 24 24.25,+03 19 30.0,12.70
NGC 3664A,,Galaxy,Leo,0.63,11 24 25.10,+03 13 21.0,
NGC 3665,,Galaxy,Ursa Major,4.06,11 24 43.67,+38 45 46.3,10.83
NGC 3666,,Galaxy,Leo,3.44,11 24 26.07,+11 20 32.0,
NGC 3667,,Galaxy,Crater,2.10,11 24 17.02,-13 51 26.3,
NGC 3667A,,Galaxy,Crater,0.92,11 24 21.49,-13 51 20.9,
NGC 3668,,Galaxy,Ursa Major,1.82,11 25 30.44,+63 26 46.8,
NGC 3669,,Galaxy,Ursa Major,1.79,11 25 26.76,+57 43 16.5,
NGC 3670,,Galaxy,Leo,1.06,11 24 49.66,+23 56 42.8,
NGC 3671,,Galaxy,Ursa Major,0.82,11 25 52.55,+60 28 46.5,
NGC 3672,,Galaxy,Crater,2.90,11 25 02.47,-09 47 43.4,11.34
NGC 3673,,Galaxy,Hydra,3.48,11 25 12.85,-26 44 12.2,11.57
NGC 3674,,Galaxy,Ursa Major,1.59,11 26 26.61,+57 02 54.2,
NGC 3675,,Galaxy,Ursa Major,5.90,11 26 08.58,+43 35 09.3,10.09
NGC 3676,,Galaxy,Crater,1.01,11 25 37.50,-11 08 22.8,
NGC 3677,,Galaxy,Ursa Major,1.49,11 26 17.76,+46 58 26.8,
NGC 3678,,Galaxy,Leo,0.71,11 26 15.76,+27 52 01.7,
NGC 3679,,Galaxy,Leo,1.21,11 21 48.06,-05 45 27.7,
NGC 3680,,Open Cluster,Centaurus,5.70,11 25 37.08,-43 15 00.4,7.60
NGC 3681,,Galaxy,Leo,1.74,11 26 29.80,+16 51 47.5,11.92
NGC 3682,,Galaxy,Draco,2.23,11 27 41.20,+66 35 23.4,12.49
NGC 3683,,Galaxy,Ursa Major,1.74,11 27 31.85,+56 52 37.4,
NGC 3683A,,Galaxy,Ursa Major,2.03,11 29 11.76,+57 07 56.4,
NGC 3684,,Galaxy,Leo,2.29,11 27 11.20,+17 01 48.6,11.81
NGC 3685,,Galaxy,Leo,0.75,11 28 16.22,+04 19 38.2,
NGC 3686,,Galaxy,Leo,2.88,11 27 43.97,+17 13 27.1,11.43
NGC 3687,,Galaxy,Ursa Major,1.40,11 28 00.61,+29 30 39.8,12.58
NGC 3688,,Galaxy,Crater,1.11,11 27 44.45,-09 09 56.2,
NGC 3689,,Galaxy,Leo,1.48,11 28 11.03,+25 39 40.2,12.31
NGC 3690,,Galaxy Pair,Ursa Major,2.10,11 28 32.30,+58 33 43.0,
NGC 3690A,NGC 3690W,Galaxy,Ursa Major,0.21,11 28 31.02,+58 33 40.7,12.86
NGC 3690B,NGC 3690E,Galaxy,Ursa Major,2.40,11 28 33.63,+58 33 46.6,
NGC 3691,,Galaxy,Leo,1.49,11 28 09.41,+16 55 13.7,
NGC 3692,,Galaxy,Leo,3.22,11 28 24.01,+09 24 27.5,
NGC 3693,,Galaxy,Crater,2.33,11 28 11.57,-13 11 41.5,
NGC 3694,,Galaxy,Ursa Major,1.00,11 28 54.13,+35 24 50.4,
NGC 3695,NGC 3698,Galaxy,Ursa Major,0.97,11 29 17.09,+35 34 32.6,
NGC 3696,,Galaxy,Crater,0.90,11 28 43.89,-11 16 58.2,
NGC 3697,,Galaxy,Leo,2.07,11 28 50.38,+20 47 42.1,13.06
NGC 3698,NGC 3695,Duplicate,Ursa Major,,11 29 17.09,+35 34 32.6,
NGC 3699,,Planetary Nebula,Centaurus,0.75,11 27 57.15,-59 57 29.0,11.30
NGC 3700,,Galaxy,Ursa Major,0.98,11 29 38.61,+35 30 52.7,
NGC 3701,,Galaxy,Leo,1.60,11 29 28.92,+24 05 36.4,13.02
NGC 3702,,Galaxy,Crater,1.29,11 30 13.48,-08 51 46.5,
NGC 3703,,Galaxy,Crater,0.60,11 29 09.36,-08 26 47.2,
NGC 3704,IC 703,Galaxy,Crater,1.55,11 30 04.65,-11 32 46.8,
NGC 3705,,Galaxy,Leo,4.31,11 30 07.46,+09 16 35.9,10.97
NGC 3705A,IC 2887,Galaxy,Leo,0.89,11 30 29.72,+09 23 16.6,
NGC 3705B,,Galaxy,Leo,0.59,11 29 43.70,+09 12 20.9,
NGC 3706,,Galaxy,Centaurus,3.10,11 29 44.43,-36 23 28.7,11.30
NGC 3707,IC 704,Galaxy,Crater,0.67,11 30 11.56,-11 32 36.6,
NGC 3708,,Other,Leo,,11 30 39.28,-03 13 21.3,
NGC 3709,,Other,Leo,,11 30 39.27,-03 15 21.3,
NGC 3710,,Galaxy,Leo,1.22,11 31 06.94,+22 46 05.0,13.09
NGC 3711,,Galaxy,Crater,0.95,11 29 25.52,-11 04 44.7,
NGC 3712,,Galaxy,Ursa Major,1.97,11 31 09.15,+28 34 04.6,
NGC 3713,NGC 3927,Galaxy,Leo,1.21,11 31 42.02,+28 09 12.9,
NGC 3714,,Galaxy,Ursa Major,1.23,11 31 53.61,+28 21 30.5,
NGC 3715,,Galaxy,Crater,1.23,11 31 32.34,-14 13 52.9,
NGC 3716,,Galaxy,Leo,0.92,11 31 41.13,+03 29 16.8,
NGC 3717,,Galaxy,Hydra,6.52,11 31 31.99,-30 18 27.9,11.23
NGC 3718,,Galaxy,Ursa Major,4.70,11 32 34.85,+53 04 04.5,10.70
NGC 3719,,Galaxy,Leo,1.67,11 32 13.46,+00 49 09.4,13.11
NGC 3720,,Galaxy,Leo,1.07,11 32 21.60,+00 48 14.4,13.02
NGC 3721,,Galaxy,Crater,0.91,11 34 07.82,-09 28 01.7,
NGC 3722,,Galaxy,Crater,1.11,11 34 23.31,-09 40 48.2,
NGC 3723,,Galaxy,Crater,1.30,11 32 30.55,-09 58 10.3,
NGC 3724,,Galaxy,Crater,1.46,11 34 28.68,-09 39 36.7,
NGC 3725,,Galaxy,Ursa Major,1.54,11 33 40.53,+61 53 16.8,13.18
NGC 3726,,Galaxy,Ursa Major,5.27,11 33 21.12,+47 01 45.1,10.49
NGC 3727,,Galaxy,Crater,0.92,11 33 40.93,-13 52 44.0,
NGC 3728,,Galaxy,Leo,1.56,11 33 15.78,+24 26 48.8,
NGC 3729,,Galaxy,Ursa Major,2.89,11 33 49.32,+53 07 32.0,11.56
NGC 3730,,Galaxy,Crater,1.42,11 34 16.88,-09 34 34.0,
NGC 3731,,Galaxy,Leo,0.97,11 34 11.68,+12 30 44.3,
NGC 3732,,Galaxy,Crater,1.28,11 34 13.94,-09 50 44.4,12.36
NGC 3733,,Galaxy,Ursa Major,3.40,11 35 01.60,+54 51 01.8,12.43
NGC 3734,,Galaxy,Crater,1.11,11 34 40.68,-14 04 54.6,
NGC 3735,,Galaxy,Draco,3.54,11 35 57.30,+70 32 08.1,12.50
NGC 3736,,Galaxy,Draco,1.15,11 35 41.73,+73 27 06.6,
NGC 3737,,Galaxy,Ursa Major,1.10,11 35 36.38,+54 56 54.8,
NGC 3738,,Galaxy,Ursa Major,2.26,11 35 48.79,+54 31 26.0,11.45
NGC 3739,,Galaxy,Leo,1.22,11 35 37.60,+25 05 19.1,
NGC 3740,,Galaxy,Ursa Major,1.26,11 36 12.28,+59 58 35.4,
NGC 3741,,Galaxy,Ursa Major,0.94,11 36 06.18,+45 17 01.1,14.03
NGC 3742,,Galaxy,Centaurus,2.60,11 35 32.51,-37 57 23.0,12.06
NGC 3743,,Galaxy,Leo,0.56,11 35 57.36,+21 43 21.4,
NGC 3744,,Galaxy,Leo,0.73,11 35 57.87,+23 00 41.6,
NGC 3745,,Galaxy,Leo,0.58,11 37 44.43,+22 01 16.6,
NGC 3746,,Galaxy,Leo,1.13,11 37 43.62,+22 00 35.4,
NGC 3747,,Galaxy,Draco,0.48,11 32 31.06,+74 22 42.2,
NGC 3748,,Galaxy,Leo,0.85,11 37 49.06,+22 01 34.1,
NGC 3749,,Galaxy,Centaurus,2.82,11 35 53.21,-37 59 50.5,12.76
NGC 3750,,Galaxy,Leo,1.05,11 37 51.64,+21 58 27.3,
NGC 3751,,Galaxy,Leo,0.91,11 37 53.86,+21 56 11.3,
NGC 3752,,Galaxy,Draco,1.62,11 32 32.21,+74 37 39.1,13.81
NGC 3753,,Galaxy,Leo,1.60,11 37 53.90,+21 58 53.0,
NGC 3754,,Galaxy,Leo,0.55,11 37 54.92,+21 59 07.8,
NGC 3755,,Galaxy,Ursa Major,2.90,11 36 33.37,+36 24 37.2,12.79
NGC 3756,,Galaxy,Ursa Major,1.91,11 36 48.02,+54 17 36.8,11.52
NGC 3757,,Galaxy,Ursa Major,1.14,11 37 02.86,+58 24 55.9,
NGC 3758,,Galaxy,Leo,0.70,11 36 29.10,+21 35 46.0,14.08
NGC 3759,,Galaxy,Ursa Major,1.03,11 36 54.09,+54 49 23.9,13.29
NGC 3759A,,Galaxy,Ursa Major,1.08,11 36 58.03,+55 09 43.4,
NGC 3760,NGC 3301,Duplicate,Leo,,10 36 56.04,+21 52 55.7,
NGC 3761,,Galaxy,Leo,1.09,11 36 44.12,+22 59 31.3,
NGC 3762,,Galaxy,Ursa Major,1.83,11 37 23.83,+61 45 33.7,
NGC 3763,IC 714,Galaxy,Crater,1.07,11 36 30.19,-09 50 48.1,13.16
NGC 3764,,Galaxy Pair,Leo,0.80,11 36 54.10,+17 53 22.0,
NGC 3764 NED01,,Galaxy,Leo,0.69,11 36 54.62,+17 53 19.0,
NGC 3764 NED02,,Galaxy,Leo,0.24,11 36 53.66,+17 53 25.6,
NGC 3765,,Galaxy,Leo,0.85,11 37 04.18,+24 05 46.5,
NGC 3766,,Open Cluster,Centaurus,6.90,11 36 14.39,-61 36 18.6,5.30
NGC 3767,,Galaxy,Leo,0.98,11 37 15.56,+16 52 37.8,13.44
NGC 3768,,Galaxy,Leo,1.36,11 37 14.48,+17 50 23.6,
NGC 3769,,Galaxy,Ursa Major,2.82,11 37 44.11,+47 53 35.1,
NGC 3769A,,Galaxy,Ursa Major,0.92,11 37 51.36,+47 52 52.8,
NGC 3770,,Galaxy,Ursa Major,0.95,11 37 58.74,+59 37 00.9,
NGC 3771,,Galaxy,Crater,1.47,11 39 06.00,-09 20 53.5,12.59
NGC 3772,,Galaxy,Leo,1.31,11 37 48.48,+22 41 28.6,
NGC 3773,,Galaxy,Leo,1.23,11 38 12.88,+12 06 43.4,
NGC 3774,,Galaxy,Crater,1.11,11 38 30.26,-08 58 34.1,
NGC 3775,,Galaxy,Crater,1.28,11 38 26.70,-10 38 19.6,
NGC 3776,,Galaxy,Virgo,0.48,11 38 17.98,-03 21 15.8,
NGC 3777,,Galaxy,Crater,1.18,11 36 06.85,-12 34 08.7,
NGC 3778,,Galaxy,Centaurus,1.21,11 38 21.41,-50 42 55.3,
NGC 3779,IC 717,Galaxy,Crater,1.62,11 38 51.05,-10 35 01.5,
NGC 3780,,Galaxy,Ursa Major,2.64,11 39 22.36,+56 16 14.4,
NGC 3781,,Galaxy,Leo,0.68,11 39 03.76,+26 21 42.3,
NGC 3782,,Galaxy,Ursa Major,1.23,11 39 20.76,+46 30 49.8,
NGC 3783,,Galaxy,Centaurus,2.15,11 39 01.76,-37 44 19.2,12.67
NGC 3784,,Galaxy,Leo,0.93,11 39 29.80,+26 18 32.9,
NGC 3785,,Galaxy,Leo,1.11,11 39 32.89,+26 18 08.2,
NGC 3786,,Galaxy,Ursa Major,1.96,11 39 42.55,+31 54 33.4,13.74
NGC 3787,,Galaxy,Leo,0.75,11 39 37.95,+20 27 16.9,
NGC 3788,,Galaxy,Ursa Major,2.00,11 39 44.65,+31 55 52.3,12.50
NGC 3789,,Galaxy,Crater,1.80,11 38 09.06,-09 36 25.7,
NGC 3790,,Galaxy,Leo,1.03,11 39 47.26,+17 42 44.1,
NGC 3791,,Galaxy,Crater,1.34,11 39 41.70,-09 22 02.1,
NGC 3792,,**,Virgo,,11 39 38.53,+05 05 58.2,
NGC 3793,,*,Ursa Major,,11 40 01.99,+31 52 39.8,
NGC 3794,NGC 3804,Galaxy,Ursa Major,2.03,11 40 53.42,+56 12 07.3,13.01
NGC 3795,,Galaxy,Ursa Major,2.10,11 40 06.67,+58 36 47.1,
NGC 3795A,,Galaxy,Ursa Major,2.03,11 39 21.31,+58 16 07.3,
NGC 3796,,Galaxy,Ursa Major,1.46,11 40 31.12,+60 17 56.1,12.86
NGC 3797,,*,Ursa Major,,11 40 13.31,+31 54 23.6,14.90
NGC 3798,,Galaxy,Leo,2.15,11 40 13.94,+24 41 49.4,13.10
NGC 3799,,Galaxy,Leo,0.67,11 40 09.38,+15 19 38.3,
NGC 3800,,Galaxy,Leo,1.67,11 40 13.51,+15 20 32.5,
NGC 3801,,Galaxy,Leo,2.31,11 40 16.94,+17 43 41.0,12.26
NGC 3802,,Galaxy,Leo,1.04,11 40 18.78,+17 45 55.2,13.55
NGC 3803,,Galaxy,Leo,0.62,11 40 17.25,+17 48 04.5,
NGC 3804,NGC 3794,Duplicate,Ursa Major,,11 40 53.42,+56 12 07.3,
NGC 3805,,Galaxy,Leo,1.53,11 40 41.68,+20 20 34.6,
NGC 3806,,Galaxy,Leo,1.14,11 40 46.63,+17 47 46.6,13.62
NGC 3807,,*,Leo,,11 41 54.68,+17 49 08.1,
NGC 3808,,Galaxy Pair,Leo,2.20,11 40 44.40,+22 26 16.0,
NGC 3808A,,Galaxy,Leo,0.94,11 40 44.24,+22 25 45.7,13.63
NGC 3808B,,Galaxy,Leo,0.75,11 40 44.64,+22 26 49.0,12.02
NGC 3809,,Galaxy,Ursa Major,1.22,11 41 16.06,+59 53 08.8,
NGC 3810,,Galaxy,Leo,3.35,11 40 58.76,+11 28 16.1,10.75
NGC 3811,,Galaxy,Ursa Major,2.03,11 41 16.63,+47 41 26.9,12.33
NGC 3812,,Galaxy,Leo,1.71,11 41 07.71,+24 49 18.1,
NGC 3813,,Galaxy,Ursa Major,2.12,11 41 18.66,+36 32 48.5,11.70
NGC 3814,,Galaxy,Leo,0.79,11 41 27.68,+24 48 19.5,
NGC 3815,,Galaxy,Leo,1.44,11 41 39.29,+24 48 01.8,
NGC 3816,,Galaxy,Leo,1.70,11 41 48.04,+20 06 13.1,12.52
NGC 3817,,Galaxy,Virgo,1.10,11 41 52.95,+10 18 15.8,13.30
NGC 3818,,Galaxy,Virgo,2.44,11 41 57.36,-06 09 20.4,11.75
NGC 3819,,Galaxy,Leo,0.90,11 42 05.86,+10 21 04.1,
NGC 3820,,Galaxy,Leo,0.69,11 42 04.91,+10 23 03.3,
NGC 3821,,Galaxy,Leo,1.36,11 42 09.11,+20 18 56.4,12.85
NGC 3822,NGC 3848,Galaxy,Virgo,1.36,11 42 11.11,+10 16 40.0,13.70
NGC 3823,,Galaxy,Crater,1.93,11 42 15.10,-13 52 01.0,
NGC 3824,,Galaxy,Ursa Major,1.23,11 42 44.86,+52 46 46.5,
NGC 3825,NGC 3852,Galaxy,Virgo,1.35,11 42 23.73,+10 15 50.9,12.98
NGC 3826,NGC 3830,Galaxy,Leo,1.06,11 42 32.85,+26 29 20.0,
NGC 3827,,Galaxy,Leo,1.01,11 42 36.27,+18 50 43.6,13.30
NGC 3828,,Galaxy,Leo,0.77,11 42 58.42,+16 29 15.4,
NGC 3829,,Galaxy,Ursa Major,1.04,11 43 27.28,+52 42 40.1,
NGC 3830,NGC 3826,Duplicate,Leo,,11 42 32.85,+26 29 20.0,
NGC 3831,,Galaxy,Crater,2.28,11 43 18.60,-12 52 42.1,
NGC 3832,,Galaxy,Leo,1.87,11 43 31.44,+22 43 31.6,12.94
NGC 3833,,Galaxy,Virgo,1.34,11 43 28.98,+10 09 42.7,
NGC 3834,,Galaxy,Leo,0.86,11 43 37.73,+19 05 25.7,
NGC 3835,,Galaxy,Ursa Major,1.91,11 44 04.90,+60 07 11.2,13.07
NGC 3835A,,Galaxy,Ursa Major,1.10,11 47 22.90,+60 18 01.6,
