name,description,type,constellation,size,ra,dec,mag
NGC 317A,,Galaxy,Andromeda,1.21,00 57 39.05,+43 48 02.8,13.56
NGC 317B,,Galaxy,Andromeda,0.97,00 57 40.45,+43 47 32.1,13.94
NGC 318,,Galaxy,Pisces,0.60,00 58 05.23,+30 25 31.9,
NGC 319,,Galaxy,Phoenix,1.00,00 56 57.60,-43 50 19.6,
NGC 320,,Galaxy,Cetus,0.89,00 58 46.53,-20 50 24.3,
NGC 321,,Galaxy,Cetus,0.45,00 57 39.23,-05 05 10.3,
NGC 322,,Galaxy,Phoenix,1.15,00 57 10.01,-43 43 37.5,
NGC 323,,Galaxy,Phoenix,1.82,00 56 41.65,-52 58 33.3,12.53
NGC 324,,Galaxy,Phoenix,1.48,00 57 14.78,-40 57 32.8,12.81
NGC 325,,Galaxy,Cetus,1.19,00 57 47.87,-05 06 43.5,
NGC 326,,Galaxy Pair,Pisces,1.00,00 58 22.70,+26 51 55.0,
NGC 326 NED01,,Galaxy,Pisces,1.00,00 58 22.64,+26 51 58.5,13.26
NGC 326 NED02,,Galaxy,Pisces,0.17,00 58 22.85,+26 51 52.4,
NGC 327,,Galaxy,Cetus,1.39,00 57 55.36,-05 07 49.5,13.42
NGC 328,,Galaxy,Phoenix,2.46,00 56 57.57,-52 55 26.1,
NGC 329,,Galaxy,Cetus,1.59,00 58 01.60,-05 04 16.4,13.27
NGC 330,,Open Cluster,Tucana,2.80,00 56 17.65,-72 27 46.6,9.55
NGC 331,,Galaxy,Cetus,0.96,00 47 06.86,-02 43 52.1,
NGC 332,,Galaxy,Pisces,1.37,00 58 49.13,+07 06 40.7,
NGC 333,,Galaxy Pair,Cetus,1.50,00 58 51.20,-16 28 13.0,
NGC 333A,,Galaxy,Cetus,0.41,00 58 51.31,-16 28 09.1,
NGC 333B,,Galaxy,Cetus,1.50,00 58 51.09,-16 28 17.2,
NGC 334,,Galaxy,Sculptor,1.08,00 58 49.81,-35 06 57.7,
NGC 335,,Galaxy,Cetus,1.28,00 59 19.78,-18 14 04.8,
NGC 336,,Galaxy,Cetus,0.75,00 58 02.83,-18 23 03.6,
NGC 337,,Galaxy,Cetus,2.92,00 59 50.09,-07 34 40.7,11.48
NGC 337A,,Galaxy,Cetus,2.63,01 01 33.90,-07 35 17.7,12.37
NGC 338,,Galaxy,Pisces,1.75,01 00 36.41,+30 40 08.3,12.70
NGC 339,,Globular Cluster,Tucana,2.90,00 57 42.06,-74 28 24.2,12.21
NGC 340,,Galaxy,Cetus,0.94,01 00 34.88,-06 51 59.7,
NGC 341,,Galaxy,Cetus,1.25,01 00 45.83,-09 11 08.5,
NGC 342,,Galaxy,Cetus,0.91,01 00 49.86,-06 46 21.2,
NGC 343,,Galaxy,Cetus,0.72,00 58 23.93,-23 13 30.8,
NGC 344,,Galaxy,Cetus,0.28,00 58 25.44,-23 13 45.2,
NGC 345,,Galaxy,Cetus,0.98,01 01 22.10,-06 53 03.4,
NGC 346,,Open Cluster,Tucana,8.50,00 59 05.04,-72 10 37.6,
NGC 347,,Galaxy,Cetus,0.60,01 01 35.16,-06 44 01.2,
NGC 348,,Galaxy,Phoenix,0.84,01 00 52.01,-53 14 40.2,
NGC 349,,Galaxy,Cetus,1.34,01 01 50.75,-06 47 59.3,
NGC 350,,Galaxy,Cetus,0.79,01 01 56.71,-06 47 44.6,
NGC 351,,Galaxy,Cetus,1.53,01 01 57.84,-01 56 12.3,
NGC 352,,Galaxy,Cetus,2.29,01 02 09.21,-04 14 43.7,12.59
NGC 353,,Galaxy,Cetus,1.26,01 02 24.53,-01 57 31.9,
NGC 354,,Galaxy,Pisces,0.90,01 03 16.39,+22 20 33.6,
NGC 355,,Galaxy,Cetus,0.73,01 03 06.98,-06 19 26.4,
NGC 356,,Galaxy,Cetus,1.75,01 03 07.10,-06 59 18.1,
NGC 357,,Galaxy,Cetus,2.11,01 03 21.88,-06 20 21.2,12.02
NGC 358,,Other,Cassiopeia,,01 05 10.93,+62 01 13.6,
NGC 359,,Galaxy,Cetus,1.28,01 04 16.96,-00 45 53.7,
NGC 360,,Galaxy,Tucana,3.99,01 02 51.45,-65 36 35.9,
NGC 361,,Open Cluster,Tucana,2.60,01 02 10.16,-71 36 17.1,11.77
NGC 362,,Globular Cluster,Tucana,8.70,01 03 14.23,-70 50 53.6,6.58
NGC 363,,Galaxy,Cetus,0.82,01 06 15.79,-16 32 33.9,
NGC 364,,Galaxy,Cetus,1.40,01 04 40.83,-00 48 09.9,
NGC 365,,Galaxy,Sculptor,1.01,01 04 18.72,-35 07 17.1,
NGC 366,,Open Cluster,Cassiopeia,5.10,01 06 25.99,+62 13 44.1,
NGC 367,,Galaxy,Cetus,0.96,01 05 48.89,-12 07 42.5,
NGC 368,,Galaxy,Phoenix,0.72,01 04 22.04,-43 16 36.3,
NGC 369,,Galaxy,Cetus,0.95,01 05 08.91,-17 45 33.1,
NGC 370,NGC 372,Other,Pisces,,01 06 44.59,+32 25 43.3,
NGC 371,,Open Cluster,Tucana,4.20,01 03 29.53,-72 03 24.6,
NGC 372,NGC 370,Duplicate,Pisces,,01 06 44.59,+32 25 43.3,
NGC 373,,Galaxy,Pisces,0.52,01 06 58.21,+32 18 30.5,
NGC 374,,Galaxy,Pisces,1.30,01 07 05.78,+32 47 42.4,
NGC 375,,Galaxy,Pisces,0.48,01 07 05.92,+32 20 53.4,14.29
NGC 376,,Open Cluster,Tucana,1.80,01 03 53.45,-72 49 25.2,10.90
NGC 377,,Galaxy,Cetus,0.98,01 06 34.82,-20 19 57.2,
NGC 378,,Galaxy,Sculptor,1.52,01 06 12.21,-30 10 41.3,
NGC 379,,Galaxy,Pisces,1.41,01 07 15.69,+32 31 13.3,12.76
NGC 380,,Galaxy,Pisces,1.45,01 07 17.59,+32 28 58.5,12.48
NGC 381,,Open Cluster,Cassiopeia,6.00,01 08 18.01,+61 34 59.8,9.30
NGC 382,,Galaxy,Pisces,0.24,01 07 23.87,+32 24 13.9,
NGC 383,,Galaxy,Pisces,2.39,01 07 24.96,+32 24 45.2,12.14
NGC 384,,Galaxy,Pisces,1.10,01 07 25.10,+32 17 32.8,13.08
NGC 385,,Galaxy,Pisces,1.21,01 07 27.25,+32 19 10.3,12.94
NGC 386,,Galaxy,Pisces,0.46,01 07 31.29,+32 21 43.2,14.28
NGC 387,,Galaxy,Pisces,0.42,01 07 33.06,+32 23 28.0,
NGC 388,,Galaxy,Pisces,0.58,01 07 47.15,+32 18 35.9,14.36
NGC 389,,Galaxy,Andromeda,1.26,01 08 29.93,+39 41 43.6,
NGC 390,,*,Pisces,,01 07 53.75,+32 25 59.2,
NGC 391,,Galaxy,Cetus,0.98,01 07 22.58,+00 55 33.4,
NGC 392,,Galaxy,Pisces,1.36,01 08 23.46,+33 08 01.0,12.71
NGC 393,,Galaxy,Andromeda,1.64,01 08 36.95,+39 38 39.5,12.54
NGC 394,,Galaxy,Pisces,0.64,01 08 26.05,+33 08 52.7,13.83
NGC 395,,Open Cluster,Tucana,1.50,01 05 08.32,-71 59 26.6,
NGC 396,,Galaxy,Pisces,0.62,01 08 08.40,+04 31 51.1,
NGC 397,,Galaxy,Pisces,0.65,01 08 31.10,+33 06 33.1,14.58
NGC 398,,Galaxy,Pisces,0.83,01 08 53.67,+32 30 52.3,
NGC 399,,Galaxy,Pisces,1.12,01 08 59.20,+32 38 03.5,
NGC 400,,*,Pisces,,01 09 02.49,+32 43 56.7,
NGC 401,,*,Pisces,,01 09 07.72,+32 45 33.6,
NGC 402,,*,Pisces,,01 09 13.36,+32 48 22.5,
NGC 403,,Galaxy,Pisces,2.40,01 09 14.16,+32 45 07.7,
NGC 404,,Galaxy,Andromeda,3.40,01 09 27.02,+35 43 05.3,10.55
NGC 405,,Other,Phoenix,,01 08 34.11,-46 40 06.6,6.89
NGC 406,,Galaxy,Tucana,2.44,01 07 25.05,-69 52 45.0,12.46
NGC 407,,Galaxy,Pisces,2.00,01 10 36.56,+33 07 35.4,
NGC 408,,*,Pisces,,01 10 51.09,+33 09 04.6,
NGC 409,,Galaxy,Sculptor,1.36,01 09 33.22,-35 48 20.2,
NGC 410,,Galaxy,Pisces,2.37,01 10 58.90,+33 09 06.8,11.48
NGC 411,,Open Cluster,Tucana,2.10,01 07 55.67,-71 46 06.1,12.10
NGC 412,,NonEx,Cetus,,01 10 20.48,-20 00 56.9,
NGC 413,,Galaxy,Cetus,1.05,01 12 31.40,-02 47 36.3,
NGC 414,,Galaxy Pair,Pisces,0.75,01 11 17.80,+33 06 46.0,
NGC 414 NED01,,Galaxy,Pisces,0.74,01 11 17.48,+33 06 50.0,
NGC 414 NED02,,Galaxy,Pisces,0.45,01 11 17.95,+33 06 44.1,
NGC 415,,Galaxy,Sculptor,1.57,01 10 05.69,-35 29 26.8,
NGC 416,,Globular Cluster,Tucana,1.70,01 07 58.50,-72 21 18.2,11.76
NGC 417,,Galaxy,Cetus,1.08,01 11 05.56,-18 08 54.0,
NGC 418,,Galaxy,Sculptor,1.98,01 10 35.62,-30 13 16.6,12.58
NGC 419,,Globular Cluster,Tucana,2.80,01 08 17.17,-72 53 00.6,10.50
NGC 420,,Galaxy,Pisces,1.38,01 12 09.65,+32 07 23.4,
NGC 421,,Other,Pisces,,01 12 14.46,+32 07 24.6,
NGC 422,,Open Cluster,Tucana,1.00,01 09 25.39,-71 46 02.0,13.26
NGC 423,,Galaxy,Sculptor,0.90,01 11 22.21,-29 14 04.3,
NGC 424,,Galaxy,Sculptor,1.66,01 11 27.63,-38 05 00.5,14.12
NGC 425,,Galaxy,Andromeda,0.89,01 13 02.56,+38 46 06.1,
NGC 426,,Galaxy,Cetus,1.20,01 12 48.61,-00 17 24.7,12.89
NGC 427,,Galaxy,Sculptor,1.10,01 12 19.24,-32 03 40.2,15.10
NGC 428,,Galaxy,Cetus,2.82,01 12 55.71,+00 58 53.6,11.47
NGC 429,,Galaxy,Cetus,1.51,01 12 57.42,-00 20 42.0,
NGC 430,,Galaxy,Cetus,1.18,01 12 59.93,-00 15 09.0,12.53
NGC 431,,Galaxy,Andromeda,1.16,01 14 04.54,+33 42 15.1,
NGC 432,,Galaxy,Tucana,1.32,01 11 46.26,-61 31 39.5,
NGC 433,,Open Cluster,Cassiopeia,3.60,01 15 09.26,+60 07 32.8,
NGC 434,,Galaxy,Tucana,2.24,01 12 14.13,-58 14 52.7,12.04
NGC 434A,,Galaxy,Tucana,1.19,01 12 29.62,-58 12 34.2,
NGC 435,,Galaxy,Cetus,1.10,01 13 59.85,+02 04 17.2,
NGC 436,,Open Cluster,Cassiopeia,5.70,01 15 57.78,+58 49 01.6,8.80
NGC 437,,Galaxy,Pisces,1.73,01 14 22.29,+05 55 36.8,
NGC 438,,Galaxy,Sculptor,1.35,01 13 34.16,-37 54 05.9,
NGC 439,,Galaxy,Sculptor,3.38,01 13 47.26,-31 44 49.7,
NGC 440,,Galaxy,Tucana,1.06,01 12 48.50,-58 16 56.2,13.18
NGC 441,,Galaxy,Sculptor,1.51,01 13 51.26,-31 47 18.0,
NGC 442,,Galaxy,Cetus,1.16,01 14 38.65,-01 01 14.3,
NGC 443,IC 1653,Galaxy,Pisces,0.82,01 15 07.59,+33 22 38.4,
NGC 444,IC 1658,Galaxy,Pisces,1.57,01 15 49.60,+31 04 48.9,14.24
NGC 445,,Galaxy,Cetus,0.79,01 14 52.48,+01 55 02.8,
NGC 446,IC 89,Galaxy,Pisces,2.06,01 16 03.61,+04 17 38.8,13.50
NGC 447,IC 1656,Galaxy,Pisces,2.21,01 15 37.63,+33 04 03.8,13.94
NGC 448,,Galaxy,Cetus,1.60,01 15 16.52,-01 37 34.3,
NGC 449,,Galaxy,Pisces,0.68,01 16 07.25,+33 05 22.4,14.57
NGC 450,,Galaxy,Cetus,2.94,01 15 30.44,-00 51 39.5,
NGC 451,IC 1661,Galaxy,Pisces,0.69,01 16 12.40,+33 03 50.8,
NGC 452,,Galaxy,Pisces,1.99,01 16 14.83,+31 02 01.8,12.59
NGC 453,,Other,Pisces,,01 16 17.42,+33 00 51.0,
NGC 454,,Galaxy Pair,Phoenix,2.00,01 14 22.53,-55 23 55.3,
NGC 454 NED01,NGC 454W,Galaxy,Phoenix,1.64,01 14 21.81,-55 24 05.1,13.58
NGC 454 NED02,NGC 454E,Galaxy,Phoenix,1.93,01 14 24.93,-55 23 49.5,13.58
NGC 455,,Galaxy,Pisces,2.58,01 15 57.64,+05 10 43.3,
NGC 456,,Open Cluster,Tucana,3.80,01 13 44.38,-73 17 25.9,
NGC 457,,Open Cluster,Cassiopeia,7.80,01 19 32.65,+58 17 26.5,6.40
NGC 458,,Open Cluster,Tucana,2.60,01 14 53.47,-71 33 09.7,11.66
NGC 459,,Galaxy,Pisces,0.58,01 18 08.19,+17 33 44.6,
NGC 460,,Cl+N Emission Nebula,Tucana,2.60,01 14 38.60,-73 16 27.1,
NGC 461,,Galaxy,Sculptor,1.21,01 17 20.64,-33 50 27.2,
NGC 462,,Galaxy,Pisces,0.48,01 18 10.99,+04 13 33.6,
NGC 463,,Galaxy,Pisces,1.04,01 18 58.25,+16 19 32.7,
NGC 464,,**,Andromeda,,01 19 26.68,+34 57 19.5,
NGC 465,,Open Cluster,Tucana,5.00,01 15 41.35,-73 20 04.6,
NGC 466,,Galaxy,Tucana,1.61,01 17 13.26,-58 54 35.8,
NGC 467,,Galaxy,Pisces,1.66,01 19 10.13,+03 18 03.0,12.10
NGC 468,IC 92,Galaxy,Pisces,0.85,01 19 48.50,+32 46 04.0,
NGC 469,,Galaxy,Pisces,0.81,01 19 32.95,+14 52 19.0,
NGC 470,,Galaxy,Pisces,2.86,01 19 44.85,+03 24 35.8,11.79
NGC 471,,Galaxy,Pisces,1.06,01 19 59.59,+14 47 10.4,13.32
NGC 472,,Galaxy,Pisces,0.90,01 20 28.69,+32 42 32.5,
NGC 473,,Galaxy,Pisces,1.77,01 19 55.07,+16 32 40.9,12.50
NGC 474,,Galaxy,Pisces,2.65,01 20 06.69,+03 24 55.4,11.52
NGC 475,IC 97,Galaxy,Pisces,0.81,01 20 02.00,+14 51 39.8,
NGC 476,,Galaxy,Pisces,0.84,01 20 19.90,+16 01 12.5,
NGC 477,,Galaxy,Andromeda,1.55,01 21 20.37,+40 29 17.5,
NGC 478,,Galaxy,Cetus,0.84,01 20 09.29,-22 22 38.6,
NGC 479,,Galaxy,Pisces,0.91,01 21 15.73,+03 51 44.2,
NGC 480,,Galaxy,Cetus,0.58,01 20 34.39,-09 52 48.8,
NGC 481,,Galaxy,Cetus,1.46,01 21 12.51,-09 12 40.4,
NGC 482,,Galaxy,Phoenix,2.06,01 20 20.42,-40 57 58.0,
NGC 483,,Galaxy,Pisces,0.87,01 21 56.30,+33 31 15.5,
NGC 484,,Galaxy,Tucana,1.80,01 19 34.73,-58 31 27.5,12.23
NGC 485,,Galaxy,Pisces,1.64,01 21 27.60,+07 01 05.1,13.25
NGC 486,,Galaxy,Pisces,0.36,01 21 43.04,+05 20 46.7,
NGC 487,,Galaxy,Cetus,1.09,01 21 55.09,-16 22 13.3,
NGC 488,,Galaxy,Pisces,5.05,01 21 46.85,+05 15 24.2,10.26
NGC 489,,Galaxy,Pisces,1.55,01 21 53.90,+09 12 23.6,
NGC 490,,Galaxy,Pisces,0.66,01 22 02.87,+05 22 01.9,14.48
NGC 491,,Galaxy,Sculptor,1.35,01 21 20.43,-34 03 47.8,12.55
NGC 491A,,Galaxy,Sculptor,1.88,01 20 04.67,-33 53 58.2,13.80
NGC 492,,Galaxy,Pisces,0.67,01 22 13.56,+05 25 01.4,
NGC 493,,Galaxy,Cetus,3.01,01 22 08.99,+00 56 43.3,12.48
NGC 494,,Galaxy,Pisces,1.86,01 22 55.40,+33 10 26.0,12.85
NGC 495,,Galaxy,Pisces,1.09,01 22 56.00,+33 28 18.0,
NGC 496,,Galaxy,Pisces,0.89,01 23 11.60,+33 31 45.0,13.70
NGC 497,,Galaxy,Cetus,2.06,01 22 23.78,-00 52 30.7,13.02
NGC 498,,Galaxy,Pisces,0.51,01 23 11.28,+33 29 21.7,
NGC 499,IC 1686,Galaxy,Pisces,1.68,01 23 11.50,+33 27 38.0,12.27
NGC 500,,Galaxy,Pisces,0.91,01 22 39.37,+05 23 14.2,
NGC 501,,Galaxy,Pisces,0.52,01 23 22.41,+33 25 58.7,14.45
NGC 502,,Galaxy,Pisces,1.64,01 22 55.54,+09 02 57.1,12.79
NGC 503,,Galaxy,Pisces,0.63,01 23 28.43,+33 19 54.2,
NGC 504,,Galaxy,Pisces,1.55,01 23 27.90,+33 12 16.0,
NGC 505,,Galaxy,Pisces,1.07,01 22 57.10,+09 28 08.0,
NGC 506,,*,Pisces,,01 23 35.35,+33 14 40.8,
NGC 507,,Galaxy,Pisces,2.45,01 23 39.91,+33 15 21.8,11.57
NGC 508,,Galaxy,Pisces,1.08,01 23 40.60,+33 16 49.0,
NGC 509,,Galaxy,Pisces,1.59,01 23 24.09,+09 26 00.8,
NGC 510,,**,Pisces,,01 23 55.56,+33 29 48.8,
NGC 511,,Galaxy,Pisces,1.18,01 23 30.73,+11 17 27.6,
NGC 512,,Galaxy,Andromeda,1.46,01 23 59.80,+33 54 28.0,
NGC 513,,Galaxy,Andromeda,0.62,01 24 26.85,+33 47 58.0,13.40
NGC 514,,Galaxy,Pisces,3.50,01 24 03.90,+12 55 02.6,11.71
NGC 515,,Galaxy,Pisces,0.92,01 24 38.60,+33 28 22.0,
NGC 516,,Galaxy,Pisces,1.62,01 24 08.07,+09 33 06.1,
NGC 517,,Galaxy,Pisces,1.46,01 24 43.80,+33 25 46.0,
NGC 518,,Galaxy,Pisces,1.56,01 24 17.64,+09 19 51.4,
NGC 519,,Galaxy,Cetus,0.53,01 24 28.64,-01 38 28.5,
NGC 520,,Galaxy Pair,Pisces,4.20,01 24 35.07,+03 47 32.7,
NGC 520 NED01,,Galaxy,Pisces,4.09,01 24 34.48,+03 47 41.8,11.47
NGC 520 NED02,,Galaxy,Pisces,1.56,01 24 34.79,+03 47 23.2,
NGC 521,,Galaxy,Cetus,2.77,01 24 33.78,+01 43 53.0,11.80
NGC 522,,Galaxy,Pisces,2.38,01 24 45.85,+09 59 40.7,12.95
NGC 523,NGC 537,Galaxy,Andromeda,2.52,01 25 20.73,+34 01 29.8,12.71
NGC 524,,Galaxy,Pisces,3.37,01 24 47.72,+09 32 19.8,10.35
NGC 525,,Galaxy,Pisces,1.50,01 24 52.91,+09 42 12.0,
NGC 526,,Galaxy Pair,Sculptor,2.00,01 23 58.50,-35 07 21.0,
NGC 526A,,Galaxy,Sculptor,1.70,01 23 54.39,-35 03 55.9,14.60
NGC 526B,,Galaxy,Sculptor,0.79,01 23 57.08,-35 04 09.4,14.50
NGC 527,NGC 527A,Galaxy,Sculptor,1.79,01 23 58.12,-35 06 54.2,
NGC 527B,,Galaxy,Sculptor,0.87,01 23 59.34,-35 07 38.5,
NGC 528,,Galaxy,Andromeda,1.77,01 25 33.60,+33 40 18.0,
NGC 529,,Galaxy,Andromeda,2.22,01 25 40.40,+34 42 48.0,12.13
NGC 530,IC 106,Galaxy,Cetus,1.78,01 24 41.65,-01 35 13.5,
NGC 531,,Galaxy,Andromeda,1.77,01 26 18.90,+34 45 14.0,
NGC 532,,Galaxy,Pisces,2.18,01 25 17.34,+09 15 50.8,12.21
NGC 533,,Galaxy,Cetus,3.44,01 25 31.36,+01 45 32.8,11.47
NGC 534,,Galaxy,Sculptor,1.19,01 24 44.63,-38 07 44.7,
NGC 535,,Galaxy,Cetus,0.97,01 25 31.15,-01 24 29.3,
NGC 536,,Galaxy,Andromeda,2.92,01 26 21.78,+34 42 10.9,12.37
NGC 537,NGC 523,Duplicate,Andromeda,,01 25 20.73,+34 01 29.8,
NGC 538,,Galaxy,Cetus,1.38,01 25 26.05,-01 33 02.3,
NGC 539,NGC 563,Galaxy,Cetus,1.32,01 25 21.73,-18 09 49.9,13.62
NGC 540,,Galaxy,Cetus,0.82,01 27 08.90,-20 02 11.9,
NGC 541,,Galaxy,Cetus,2.16,01 25 44.31,-01 22 46.5,12.19
NGC 542,,Galaxy,Andromeda,1.02,01 26 30.90,+34 40 31.0,
NGC 543,,Galaxy,Cetus,0.81,01 25 49.99,-01 17 34.1,13.17
NGC 544,,Galaxy,Sculptor,1.47,01 25 12.03,-38 05 40.3,
NGC 545,,Galaxy,Cetus,3.01,01 25 59.12,-01 20 24.8,13.34
NGC 546,,Galaxy,Sculptor,1.35,01 25 12.81,-38 04 08.7,
NGC 547,,Galaxy,Cetus,3.07,01 26 00.63,-01 20 42.6,13.34
NGC 548,,Galaxy,Cetus,0.90,01 26 02.51,-01 13 32.2,13.71
NGC 549,,Galaxy,Sculptor,0.59,01 25 07.08,-38 00 27.9,
NGC 550,,Galaxy,Cetus,1.82,01 26 42.55,+02 01 20.5,
NGC 551,,Galaxy,Andromeda,1.49,01 27 40.66,+37 10 58.5,
NGC 552,,*,Pisces,,01 26 10.15,+33 24 21.1,
NGC 553,,Galaxy,Pisces,0.91,01 26 12.60,+33 24 18.0,
NGC 554,,Galaxy Pair,Cetus,1.42,01 27 09.60,-22 43 30.0,
NGC 554A,NGC 554,Galaxy,Cetus,1.42,01 27 09.70,-22 43 28.8,
NGC 554B,,Galaxy,Cetus,0.20,01 27 09.56,-22 43 32.6,
NGC 555,,Galaxy,Cetus,0.74,01 27 11.81,-22 45 43.8,
NGC 556,,Galaxy,Cetus,0.45,01 27 12.61,-22 41 51.9,
NGC 557,IC 1703,Galaxy,Cetus,1.45,01 26 25.15,-01 38 19.4,
NGC 558,,Galaxy,Cetus,0.62,01 27 16.17,-01 58 15.2,
NGC 559,,Open Cluster,Cassiopeia,9.00,01 29 33.17,+63 18 05.2,9.50
NGC 560,IC 117,Galaxy,Cetus,2.09,01 27 25.42,-01 54 46.7,12.90
NGC 561,,Galaxy,Andromeda,1.40,01 28 18.76,+34 18 31.1,
NGC 562,,Galaxy,Andromeda,0.91,01 28 29.26,+48 23 13.5,
NGC 563,NGC 539,Duplicate,Cetus,,01 25 21.73,-18 09 49.9,
NGC 564,,Galaxy,Cetus,1.72,01 27 48.21,-01 52 46.3,12.51
NGC 565,,Galaxy,Cetus,1.46,01 28 10.18,-01 18 21.7,
NGC 566,,Galaxy,Pisces,1.21,01 29 02.96,+32 19 56.1,
NGC 567,,Galaxy,Cetus,1.21,01 27 02.40,-10 15 54.9,
NGC 568,IC 1709,Galaxy,Sculptor,2.04,01 27 57.01,-35 43 03.7,12.62
NGC 569,,Galaxy,Pisces,0.99,01 29 07.16,+11 07 53.3,
NGC 570,,Galaxy,Cetus,1.62,01 28 58.64,-00 56 56.4,12.79
NGC 571,,Galaxy,Pisces,0.71,01 29 55.98,+32 30 04.8,
NGC 572,,Galaxy,Sculptor,0.89,01 28 36.42,-39 18 26.3,
NGC 573,,Galaxy,Andromeda,0.39,01 30 49.35,+41 15 26.3,
NGC 574,,Galaxy,Sculptor,1.15,01 29 03.08,-35 35 56.1,
NGC 575,IC 1710,Galaxy,Pisces,1.45,01 30 46.64,+21 26 25.5,13.02
NGC 576,,Galaxy,Phoenix,0.99,01 28 57.67,-51 35 55.2,
NGC 577,NGC 580,Galaxy,Cetus,1.45,01 30 40.71,-01 59 39.7,
NGC 578,,Galaxy,Cetus,4.82,01 30 29.09,-22 40 02.5,11.09
NGC 579,,Galaxy,Triangulum,1.08,01 31 46.49,+33 36 56.0,13.33
NGC 580,NGC 577,Duplicate,Cetus,,01 30 40.71,-01 59 39.7,
NGC 581,,Open Cluster,Cassiopeia,4.50,01 33 21.81,+60 39 28.8,7.40
NGC 582,,Galaxy,Triangulum,2.07,01 31 58.05,+33 28 35.5,13.16
NGC 583,,Galaxy,Cetus,0.72,01 29 44.15,-18 20 21.9,
NGC 584,IC 1712,Galaxy,Cetus,3.78,01 31 20.75,-06 52 05.0,10.35
NGC 585,,Galaxy,Cetus,2.40,01 31 42.14,-00 55 59.9,
NGC 586,,Galaxy,Cetus,1.61,01 31 36.85,-06 53 37.5,13.14
NGC 587,,Galaxy,Triangulum,2.23,01 32 33.33,+35 21 30.9,
NGC 588,,HII Emission Nebula,Triangulum,0.60,01 32 45.94,+30 38 51.1,14.44
NGC 589,,Galaxy,Cetus,0.76,01 32 39.94,-12 02 33.7,
NGC 590,,Galaxy,Andromeda,2.13,01 33 40.92,+44 55 43.3,
NGC 591,,Galaxy,Andromeda,1.43,01 33 31.27,+35 40 05.7,13.90
NGC 592,,*Ass,Triangulum,,01 33 11.69,+30 38 41.8,
NGC 593,,Galaxy,Cetus,0.88,01 32 20.76,-12 21 16.0,
NGC 594,,Galaxy,Cetus,1.24,01 32 56.91,-16 32 09.6,
NGC 595,,HII Emission Nebula,Triangulum,1.73,01 33 33.83,+30 41 29.6,
NGC 596,,Galaxy,Cetus,2.14,01 32 52.08,-07 01 54.6,10.95
NGC 597,,Galaxy,Sculptor,1.31,01 32 14.85,-33 29 49.5,
NGC 598,,Galaxy,Triangulum,62.09,01 33 50.89,+30 39 36.8,5.79
NGC 599,,Galaxy,Cetus,1.53,01 32 53.78,-12 11 28.5,
NGC 600,,Galaxy,Cetus,2.63,01 33 05.30,-07 18 41.1,12.46
NGC 601,,Galaxy,Cetus,0.40,01 33 06.58,-12 12 31.5,
NGC 602,,Open Cluster,Hydrus,3.20,01 29 26.36,-73 33 37.8,13.02
NGC 603,,Other,Triangulum,,01 34 43.90,+30 13 55.1,
NGC 604,,HII Emission Nebula,Triangulum,1.93,01 34 33.19,+30 47 05.6,
NGC 605,,Galaxy,Andromeda,1.32,01 35 02.35,+41 14 53.3,
NGC 606,,Galaxy,Pisces,1.01,01 34 50.16,+21 25 06.4,
NGC 607,,Other,Cetus,,01 34 16.37,-07 24 46.1,
NGC 608,,Galaxy,Triangulum,0.83,01 35 28.24,+33 39 24.2,
NGC 609,,Open Cluster,Cassiopeia,4.80,01 36 23.74,+64 32 11.7,11.00
NGC 610,,Other,Cetus,,01 34 18.00,-20 08 39.2,
NGC 611,,Other,Cetus,,01 34 18.01,-20 07 39.2,
NGC 612,,Galaxy,Sculptor,1.49,01 33 57.74,-36 29 35.7,13.01
NGC 613,,Galaxy,Sculptor,5.48,01 34 18.17,-29 25 06.1,10.35
NGC 614,NGC 618;0627,Galaxy,Triangulum,1.52,01 35 52.26,+33 40 54.8,
NGC 615,,Galaxy,Cetus,3.18,01 35 05.68,-07 20 25.1,11.66
NGC 616,,**,Triangulum,,01 36 04.20,+33 46 12.8,
NGC 617,,Galaxy,Cetus,0.59,01 34 02.54,-09 46 26.9,14.70
NGC 618,NGC 614,Duplicate,Triangulum,,01 35 52.26,+33 40 54.8,
NGC 619,,Galaxy,Sculptor,1.66,01 34 51.79,-36 29 21.8,
NGC 620,,Galaxy,Andromeda,0.82,01 36 59.68,+42 19 24.0,
NGC 621,,Galaxy,Triangulum,1.12,01 36 49.06,+35 30 43.9,
NGC 622,,Galaxy,Cetus,1.30,01 36 00.16,+00 39 48.7,13.28
NGC 623,,Galaxy,Sculptor,1.94,01 35 06.39,-36 29 24.8,12.52
NGC 624,,Galaxy,Cetus,1.30,01 35 51.09,-10 00 10.7,
NGC 625,,Galaxy,Phoenix,6.55,01 35 04.63,-41 26 10.3,13.66
NGC 626,,Galaxy,Sculptor,1.44,01 35 12.08,-39 08 45.8,
NGC 627,NGC 614,Duplicate,Triangulum,,01 35 52.26,+33 40 54.8,
NGC 628,,Galaxy,Pisces,9.89,01 36 41.75,+15 47 01.2,9.31
NGC 629,,Other,Cassiopeia,,01 38 58.54,+72 52 01.5,
NGC 630,,Galaxy,Sculptor,1.90,01 35 36.48,-39 21 28.2,
NGC 631,,Galaxy,Pisces,0.93,01 36 47.06,+05 50 07.3,
